rv,gene_name,mtbc0,h37rv_product,mycobrowser_product,mycobrowser_function,mycobrowser_ec,was_unknown_in_mycobrowser,atlas_verdict,atlas_confidence,atlas_function,atlas_ec,novelty,ahead_of_mycobrowser,ahead_via,ec_vs_mycobrowser,annotation_route,swissprot_curated,functional_basis,support_evidence,n_references
Rv1929c,,mtbc0_002043,hypothetical protein,Conserved hypothetical protein,Function unknown,,1,family_assigned,low,TIGR03085 family metal-binding protein.,,new_family_or_domain,1,COG category,,orthology (eggNOG),0,eggNOG;Foldseek;STRING,MS-detected,0
Rv1930c,,mtbc0_002044,hypothetical protein,Conserved hypothetical protein,Function unknown,,1,requalified,medium,Glutamine amidotransferase.,,new_function,1,requalified function,,orthology (eggNOG),0,eggNOG;Foldseek;STRING,MS-detected,0
Rv1931c,,-,transcriptional regulator,Probable transcriptional regulatory protein,Involved in transcriptional mechanism,,0,family_assigned,medium,"Transcriptional regulator. Pfam: DJ-1_PfpI (PF01965.31), HTH_18 (PF12833.14).",,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,,0
Rv1932,tpx,mtbc0_002046,2-Cys peroxiredoxin,Probable thiol peroxidase Tpx,Has antioxidant activity. Could remove peroxides or H(2)O(2),1.11.1.-,0,requalified,high,"Thiol peroxidase. Pfam: Redoxin (PF08534.17), AhpC-TSA (PF00578.28).",1.11.1.15;1.11.1.24,ec_reclassified,0,,reclassified,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,MS-detected,0
Rv1933c,fadE18,mtbc0_002047,acyl-CoA dehydrogenase FadE18,Probable acyl-CoA dehydrogenase FadE18,"Function unknown, but supposed involvement in lipid degradation.",1.3.99.-,0,family_assigned,medium,"Acyl-CoA dehydrogenase family protein. Pfam: Acyl-CoA_dh_N (PF02771.22), Acyl-CoA_dh_1 (PF00441.30), Acyl-CoA_dh_2 (PF08028.17).",,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,pseudogene-candidate,0
Rv1934c,fadE17,mtbc0_002048,acyl-CoA dehydrogenase FadE17,Probable acyl-CoA dehydrogenase FadE17,"Function unknown, but supposed involvement in lipid degradation.",1.3.99.-,0,requalified,high,"Acyl-CoA dehydrogenase. Pfam: Acyl-CoA_dh_N (PF02771.22), Acyl-CoA_dh_M (PF02770.25), Acyl-CoA_dh_1 (PF00441.30).",1.3.99.-,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,,0
Rv1935c,echA13,mtbc0_002049,enoyl-CoA hydratase EchA13,Possible enoyl-CoA hydratase EchA13 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase),Could possibly oxidize fatty acids using specific components [catalytic activity: (3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O].,4.2.1.17,0,requalified,high,"Enoyl-CoA hydratase. Pfam: ECH_2 (PF16113.11), ECH_1 (PF00378.26).",4.2.1.17,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv1936,,mtbc0_002050,monooxygenase,Possible monooxygenase,Function unknown; probably involved in cellular metabolism,1.-.-.-,0,requalified,high,LLM class flavin-dependent oxidoreductase. Pfam: Bac_luciferase (PF00296.27).,,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv1937,,mtbc0_002051,oxygenase,Possible oxygenase,Function unknown; may be involved in electron transfer.,1.-.-.-,0,requalified,high,"FAD-binding oxidoreductase. Pfam: Fer2 (PF00111.33), FAD_binding_6 (PF00970.31), NAD_binding_1 (PF00175.27).",,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv1938,ephB,mtbc0_002052,epoxide hydrolase EphB,Probable epoxide hydrolase EphB (epoxide hydratase),"This enzyme acts on epoxides (alkene oxides, oxiranes) and arene oxides. Plays a role in xenobiotic metabolism by degrading potential toxic epoxides. Also determines steady-state levels of physiological mediators.",3.3.2.3,0,requalified,high,"Epoxide hydrolase EphB. Pfam: Abhydrolase_1 (PF00561.27), Hydrolase_4 (PF12146.16), Abhydrolase_6 (PF12697.14).",3.3.2.10,ec_reclassified,0,,reclassified,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv1939,,mtbc0_002053,oxidoreductase,Probable oxidoreductase,Function unknown; probably involved in cellular metabolism,1.-.-.-,0,family_assigned,medium,Flavin reductase family protein. Pfam: Flavin_Reduct (PF01613.25).,,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,,0
Rv1940,ribA1,-,riboflavin biosynthesis protein RibA,Probable riboflavin biosynthesis protein RibA1 (GTP cyclohydrolase II),"Involved in riboflavin biosynthesis [catalytic activity: GTP + 3 H(2)O = formate + 2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)pyrimidine + diphosphate]",3.5.4.25,0,requalified,high,"Riboflavin biosynthesis protein RibA. Pfam: DHBP_synthase (PF00926.25), GTP_cyclohydro2 (PF00925.26).",3.5.4.25;4.1.99.12,confirmed,0,,agree,orthology (eggNOG),0,eggNOG;UniProt;Pfam;Foldseek;STRING,,0
Rv1941,,mtbc0_002055,short-chain type dehydrogenase/reductase,Probable short-chain type dehydrogenase/reductase,Function unknown; probably involved in cellular metabolism,1.-.-.-,0,family_assigned,medium,"SDR family oxidoreductase. Pfam: adh_short (PF00106.32), KR (PF08659.17), adh_short_C2 (PF13561.13).",,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;PDB;STRING,MS-detected,0
Rv1942c,mazF5,mtbc0_002056,toxin MazF5,Possible toxin MazF5,Function unknown,,0,family_assigned,medium,Type II toxin-antitoxin system PemK/MazF family toxin. Pfam: PemK_toxin (PF02452.24).,3.1.-.-,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv1943c,mazE5,mtbc0_002057,antitoxin MazE5,Possible antitoxin MazE5,Function unknown,,0,requalified,medium,Type II toxin-antitoxin system antitoxin MazE5.,,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Foldseek;STRING,MS-detected,0
Rv1944c,,mtbc0_002058,hypothetical protein,Conserved protein,Function unknown,,1,family_assigned,medium,SEC-C domain-containing protein. Pfam: SEC-C (PF02810.22).,,new_family_or_domain,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,MS-detected,0
Rv1945,,mtbc0_002059,hypothetical protein,Conserved hypothetical protein,,,0,requalified,high,"HNH endonuclease signature motif containing protein. Pfam: DUF222 (PF02720.23), HNH (PF01844.30).",,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv1946c,lppG,mtbc0_002060,lipoprotein,Possible lipoprotein,,,0,family_assigned,low,Lipoprotein.,,confirmed,0,,,structure (PDB/Foldseek),0,Foldseek;STRING,,0
Rv1947,,mtbc0_002061,hypothetical protein,Hypothetical protein,,,1,family_assigned,low,"Superfamily-II helicase (eggNOG COG1061, DEAD/SNF2-like; COG categories K/L), in an RD (RDcap_Spain4) context. Helicase fold; biological role undetermined.",,new_family_or_domain,1,COG category,,orthology (eggNOG),0,eggNOG;Foldseek;STRING,purifying-selection,0
Rv1948c,,mtbc0_002063,hypothetical protein,Hypothetical protein,,,1,family_assigned,low,"Suppressor-of-Fused-like fold (PDB 4KMA); fold characterised, function not established.",,new_family_or_domain,0,,,orthology (eggNOG),0,eggNOG;Foldseek;STRING,purifying-selection;MS-detected,0
Rv1950c,,mtbc0_002065,hypothetical protein,Conserved hypothetical protein,Function unknown,,1,dark,low,Conserved hypothetical protein; no recognised domain. Function unknown.,,still_unknown,0,,,unknown,0,eggNOG;Foldseek;STRING,,0
Rv1951c,,mtbc0_002066,hypothetical protein,Conserved hypothetical protein,Function unknown,,1,dark,low,"Conserved hypothetical protein; no recognised domain. Function unknown. Foldseek best (non-significant) hit: 6z6f-assembly1_C HDAC-PC (prob 0.15, TM 0.64).",,still_unknown,0,,,unknown,0,eggNOG;Foldseek;STRING,,0
Rv1952,vapB14,mtbc0_002067,antitoxin VapB14,Possible antitoxin VapB14,,,0,requalified,high,Antitoxin. Pfam: FitA-like_RHH (PF22513.3).,,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,,0
Rv1953,vapC14,-,ribonuclease VapC14,Possible toxin VapC14,,,0,requalified,medium,Ribonuclease VapC14.,3.1.-.-,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Foldseek;STRING,purifying-selection,0
Rv1954c,,mtbc0_002069,hypothetical protein,Hypothetical protein,,,1,requalified,medium,Hypoxia-induced protein and empirically validated human T-cell antigen of the anti-TB response (Gideon 2012). Molecular function still undefined.,,new_function,0,,,literature (SwissProt-curated),1,SwissProt;Foldseek;STRING,,1
Rv1955,higB,mtbc0_002070,toxin HigB,Possible toxin HigB,,,0,requalified,high,Type II toxin-antitoxin system toxin HigB. Pfam: Gp49 (PF05973.21).,3.1.-.-,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,MS-detected,0
Rv1956,higA,mtbc0_002071,antitoxin HigA,Possible antitoxin HigA,Possibly involved in transcriptional mechanism.,,0,requalified,high,Type II toxin-antitoxin system antitoxin HigA. Pfam: HTH_3 (PF01381.29).,,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,purifying-selection;MS-detected,0
Rv1957,,mtbc0_002072,SecB-like chaperone,Hypothetical protein,,,1,requalified,medium,SecB-like chaperone.,,new_function,1,curated function (UniProt);requalified function,,literature (SwissProt-curated),1,eggNOG;SwissProt;Foldseek;PDB;STRING,MS-detected,0
Rv1958c,,mtbc0_002073,hypothetical protein,Hypothetical protein,,,1,dark,low,"Conserved hypothetical protein; no recognised domain. Function unknown. Foldseek best (non-significant) hit: 8zow-assembly1_c Cryo-EM structure of Metyltetraprole-bound porcine bc (prob 0.02, TM 0.23).",,still_unknown,0,,,unknown,0,Foldseek;STRING,MS-detected,0
Rv1959c,parE1,mtbc0_002074,toxin ParE1,Possible toxin ParE1,Function unknown,,0,family_assigned,medium,Type II toxin-antitoxin system RelE/ParE family toxin. Pfam: ParE_toxin (PF05016.22).,,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,MS-detected,0
Rv1960c,parD1,mtbc0_002075,antitoxin ParD1,Possible antitoxin ParD1,Function unknown,,0,family_assigned,medium,Type II toxin-antitoxin system ParD family antitoxin. Pfam: ParD_antitoxin (PF03693.21).,,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,purifying-selection;MS-detected,0
Rv1961,,mtbc0_002076,hypothetical protein,Hypothetical protein,,,1,family_assigned,low,"Superfamily-II helicase (eggNOG COG1061, DEAD/SNF2-like; COG category L). RefSeq leaves it 'hypothetical protein'. Helicase fold; biological role undetermined.",,new_family_or_domain,1,COG category,,orthology (eggNOG),0,eggNOG;Foldseek;STRING,,0
Rv1962A,vapB35,-,antitoxin VapB35,Possible antitoxin VapB35,,,0,requalified,medium,Antitoxin VapB35.,,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Foldseek;STRING,purifying-selection;MS-detected,0
Rv1962c,vapC35,mtbc0_002077,ribonuclease VapC35,Possible toxin VapC35. Contains PIN domain.,,,0,family_assigned,medium,Type II toxin-antitoxin system VapC family toxin. Pfam: PIN (PF01850.28).,3.1.-.-,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv1963c,mce3R,mtbc0_002079,transcriptional repressor Mce3R,Probable transcriptional repressor (probably TetR-family) Mce3R,Involved in transcriptional mechanism; repression of the MCE3 operon. Could also have a regulatory action on the MCE2 operon.,,0,family_assigned,medium,TetR family transcriptional regulator Mce3R. Pfam: TetR_N (PF00440.30).,,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,purifying-selection;MS-detected,0
Rv1964,yrbE3A,mtbc0_002080,integral membrane protein,Conserved hypothetical integral membrane protein YrbE3A,,,0,family_assigned,medium,ABC transporter permease. Pfam: MlaE (PF02405.22).,,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,purifying-selection;pseudogene-candidate,0
Rv1965,yrbE3B,mtbc0_002081,integral membrane protein,Conserved hypothetical integral membrane protein YrbE3B,,,0,family_assigned,medium,ABC transporter permease. Pfam: MlaE (PF02405.22).,,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,,0
Rv1966,mce3A,-,Mce family protein Mce3A,Mce-family protein Mce3A,"Unknown, but thought to be involved in host cell invasion.",,0,family_assigned,medium,"Mce family protein Mce3A. Pfam: MlaD (PF02470.26), Mce4_CUP1 (PF11887.14).",,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,MS-detected,0
Rv1967,mce3B,mtbc0_002083,Mce family protein Mce3B,Mce-family protein Mce3B,"Unknown, but thought to be involved in host cell invasion.",,0,family_assigned,medium,"Virulence factor Mce family protein. Pfam: MlaD (PF02470.26), Mce4_CUP1 (PF11887.14).",,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,MS-detected,0
Rv1968,mce3C,mtbc0_002084,Mce family protein Mce3C,Mce-family protein Mce3C,"Unknown, but thought to be involved in host cell invasion.",,0,family_assigned,medium,"Virulence factor Mce family protein. Pfam: MlaD (PF02470.26), Mce4_CUP1 (PF11887.14).",,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,MS-detected,0
Rv1969,mce3D,mtbc0_002085,Mce family protein Mce3D,Mce-family protein Mce3D,"Unknown, but thought to be involved in host cell invasion.",,0,family_assigned,medium,"Virulence factor Mce family protein. Pfam: MlaD (PF02470.26), Mce4_CUP1 (PF11887.14).",,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,,0
Rv1970,lprM,mtbc0_002086,Mce family lipoprotein LprM,Possible Mce-family lipoprotein LprM (Mce-family lipoprotein Mce3E),"Unknown, but thought to be involved in host cell invasion.",,0,family_assigned,medium,"Mce family lipoprotein LprM. Pfam: MlaD (PF02470.26), Mce4_CUP1 (PF11887.14).",,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,,0
Rv1971,mce3F,mtbc0_002087,Mce family protein Mce3F,Mce-family protein Mce3F,"Unknown, but thought involved in host cell invasion.",,0,family_assigned,medium,MlaD family protein. Pfam: MlaD (PF02470.26).,,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,pseudogene-candidate,0
Rv1972,,mtbc0_002088,Mce associated membrane protein,Probable conserved Mce associated membrane protein,,,0,requalified,medium,Mce associated membrane protein.,,confirmed,0,,,orthology (eggNOG),0,eggNOG;Foldseek;STRING,MS-detected,0
Rv1973,,mtbc0_002089,Mce associated membrane protein,Possible conserved Mce associated membrane protein,,,0,family_assigned,low,"Outer-membrane protein (OMP) of the mycobacterial cell envelope. RefSeq leaves it of unknown function. Predicted as a beta-barrel OMP and experimentally localised to the outer membrane (detected in the membrane fraction and surface-accessible to proteinase K), tripling the count of known Mtb OMPs (Song 2008). Precise function unfixed.",,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Foldseek;STRING,MS-detected,1
Rv1974,,mtbc0_002090,membrane protein,Probable conserved membrane protein,,,0,family_assigned,low,"Candidate accessory component of the Mce lipid-import transporters (Mce1 / Mce3 multi-subunit ABC-like complexes), coupled to the Mce3 lipid-import transporter (yrbE3/mce3A-F complex; Mce3R regulon). Rv1974 is a genomic neighbour within the operon and STRING context partner (synteny corroborates the neighborhood channel) of Rv1972:972;mce3F:956;Rv1973:944;lprM:934;mce3A:856;mce3C:854;mce3B:819;yrbE3A:789;yrbE3B:764;mce3D:756 (context-driven, text-mining excluded). It is under strong purifying selection on 145,209 MTBC genomes (3 segregating sites). No dedicated functional study of Rv1974 exists in the published TB literature. The association to the module is supported (permutation p~0.001, verdict core); the specific molecular role of the accessory remains undemonstrated (a guilt-by-association hypothesis, not a biochemical assignment).",,confirmed,0,,,curation/synthesis,0,eggNOG;Pfam;Foldseek;STRING,purifying-selection,4
Rv1975,,mtbc0_002091,hypothetical protein,Conserved hypothetical protein,,,1,family_assigned,medium,CAP domain-containing protein. Pfam: CAP (PF00188.33).,,new_family_or_domain,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv1976c,,mtbc0_002092,hypothetical protein,Conserved hypothetical protein,Function unknown,,1,family_assigned,medium,NYN domain-containing protein. Pfam: NYN_YacP (PF05991.18).,,new_family_or_domain,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv1977,,mtbc0_002099,hypothetical protein,Conserved protein,Function unknown,,1,family_assigned,medium,M48 family metallopeptidase. Pfam: Peptidase_M48 (PF01435.25).,,new_family_or_domain,1,COG category,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,purifying-selection;pseudogene-candidate;MS-detected,0
Rv1978,,mtbc0_002100,hypothetical protein,Conserved protein,Function unknown,,1,requalified,high,"Class I SAM-dependent methyltransferase. Pfam: Methyltransf_25 (PF13649.13), Methyltransf_12 (PF08242.19), Methyltransf_11 (PF08241.19).",,new_function,1,COG category;requalified function,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,pseudogene-candidate;MS-detected,0
Rv1979c,,mtbc0_002101,permease,Possible conserved permease,Unknown; possibly involved in transport of amino acid across the membrane.,,0,family_assigned,medium,"APC family permease. Pfam: AA_permease_2 (PF13520.13), AA_permease (PF00324.28).",,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv1980c,mpt64,mtbc0_002102,immunogenic protein Mpt64,Immunogenic protein Mpt64 (antigen Mpt64/MPB64),,,0,requalified,medium,Immunoprotective protein Mpt64.,,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,MS-detected,0
Rv1981c,nrdF1,-,ribonucleoside-diphosphate reductase subunit beta NrdF1,Ribonucleoside-diphosphate reductase (beta chain) NrdF1 (ribonucleotide reductase small subunit) (R2F protein),"Involved in the DNA replication pathway. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides, precursors that are necessary for DNA synthesis [catalytic activity: 2'-deoxyribonucleoside diphosphate + oxidized thioredoxin + H(2)O = ribonucleoside diphosphate + reduced thioredoxin].",1.17.4.1,0,family_assigned,medium,Ribonucleoside-diphosphate reductase subunit beta NrdF1. Pfam: Ribonuc_red_sm (PF00268.28).,1.17.4.1,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
